Instrument,Price Close,"Free Operating Cash Flow, Discrete",Total Debt,"PERCENT_CHG(TR.PriceClose(SDate=2023-08-31),lag=-10D)",Total Common Shares Outstanding,Cash and Equivalents,Net Income Reported - Actual,EBITDA - Mean,Interest Expense - Actual,Short Interest,"PERCENT_CHG(TR.Volume(SDate=2023-08-31),lag=-10D)",Current Assets,Noncurrent Asset,Current Liabilities,"ZAV(TR.PtoDPSMeanEst(SDate=2023-08-31,Period=FQ1))","ZAV(TR.PtoEPSMeanEst(SDate=2023-08-31,Period=FQ1))",Book Value Percentage of Market Capitalization (O/S),1 Month Total Return,Company Market Cap
EMLD.OQ,10.44,-1703360.0,21540,0.143884892086319,34460560,,,,,4899.0,2679.32960893855,257970.0,255406750.0,492010.0,0.0,0.0,71.0446266692448,0.191938579654471,359768288.16
PRLH.OQ,10.65,1898900.0,0,0.282485875706225,25000000,,,,,3063.0,-99.8543123543124,579140.0,206887150.0,227120.0,0.0,0.0,78.2948852394917,0.661625708884706,266250000.0
AHRN.OQ,10.53,1585210.0,0,0,37499750,,,,,,NaN,310974800.0,0.0,3969180.0,0.0,0.0,79.9889703221698,NaN,393372377.5
IVCB.OQ,10.82,-2153920.0,0,0.651162790697677,43125000,,,,,6228.0,-88.5515603799186,1068710.0,356976650.0,1284290.0,0.0,0.0,77.2497681722245,0.744878957169459,298963816.94
HORI.OQ,10.4,-671320.0,0,0,35937500,,,,,,NaN,1100550.0,293368040.0,133560.0,0.0,0.0,93.9551853364027,NaN,373750000.0
GFGD.OQ,8.42,-832640.0,0,-19.9619771863118,32425000,,,,,528.0,-96.1546734070696,1122110.0,256918610.0,486630.0,0.0,0.0,76.4703831450906,-19.9619771863118,266857750.0
UTAA.OQ,10.66,97800.0,697990,0.282220131702722,28750000,,,,,120.0,-100,238698280.0,0.0,8838380.0,0.0,0.0,78.3068268960525,0.187969924812026,306475000.0
BPAC.OQ,10.48,-1241770.0,0,0,28750000,,,,,,NaN,582140.0,237131160.0,1142320.0,0.0,0.0,77.4650057744565,NaN,301300000.0
ACLX.OQ,35.84,-101580000.0,53931000,2.69340974212036,44105980,64179000,-188679000,-28441000,1720000,7949802.0,37.3812351543943,266863000.0,46954000.0,56693000.0,0.0,0.0,15.0857474394545,4.64233576642334,1733185879.04
CEG.OQ,104.16,-4227000000.0,5768000000,-0.629650829994273,327000000,422000000,-160000000,978381500,251000000,7011486.0,47.1203102223733,9360000000.0,37549000000.0,7839000000.0,353.084745762712,71.8344827586207,39.0817141822879,8.05550817242489,33496988555.52
DAOO.OQ,10.13,-523940.0,0,0,28750000,,,,,,NaN,1737290.0,231128640.0,257340.0,0.0,0.0,111.167617326733,NaN,291237500.0
ZING.OQ,10.49,-3776990.0,0,0.382775119617234,56038330,,,,,,-100,566690.0,420429730.0,811950.0,0.0,0.0,70.2056070032276,0.286806883365176,587561921.505
CINC.OQ,29.06,-30847210.0,0,0,36519100,136605610,-50369000,,,,NaN,141106640.0,0.0,16549190.0,0.0,0.0,,NaN,1271791226.38
TPG.OQ,28.12,710617000.0,444566000,7.36922489499809,308892700,1112581000,87432000,119100000,21612000,3842552.0,53.9911728572945,,,,91.2009859566049,84.6070525935732,13.5323584070244,-3.64861605583081,8694590563.92
CRDO.OQ,16.46,-46328000.0,0,18.5025197984161,148651000,108583000,-16547000,-550000,0,6394172.0,98.5609692749391,328232000.0,69057000.0,31032000.0,0.0,0.0,28.8523025021117,-3.00530347672361,2469473011.02
VMGA.OQ,10.39,-1583880.0,0,0,28750000,,,,,,NaN,1004000.0,235499890.0,568870.0,0.0,0.0,79.0666859807004,NaN,299287500.0
GVCI.OQ,10.59,-545470.0,0,0,25012500,,,,,,NaN,361580.0,207176790.0,1005020.0,0.0,0.0,76.8422943783653,NaN,264882375.0
FNGR.OQ,5.11,-8688950.0,3263330,7.57894736842106,49432210,,,,,244837.0,114.027816006347,17265850.0,281270.0,2036520.0,0.0,0.0,18.2081780831333,-13.6824324324324,265658833.3
SVNA.OQ,10.5,-168710.0,0,0,28750000,,,,,,NaN,817440.0,238041490.0,985000.0,0.0,0.0,,NaN,301875000.0
SHCA.OQ,10.04,-2143590.0,0,0,28750000,,,,,,NaN,2258520.0,234702660.0,243240.0,0.0,0.0,90.7201084816754,NaN,289084125.0
ADAL.OQ,10.47,-498570.0,0,0,30187500,,,,,,NaN,614450.0,238041810.0,16590.0,0.0,0.0,74.4501094927334,NaN,316063125.0
MLAI.OQ,10.39,-487990.0,10000,0,25156250,,,,,,NaN,1232870.0,205429420.0,215080.0,0.0,0.0,79.9052165898617,NaN,261373437.5
LGTO.OQ,6.82,-70967000.0,283664000,8.94568690095847,44407830,57915000,60542000,18493750,8891000,202285.0,-60.8799933835084,867304000.0,258001000.0,476097000.0,0.0,70.5492914037447,,-14.4291091593476,326378697.48
AMLX.OQ,21.56,-182397000.0,0,6.67986145472537,66512010,62526000,-198375000,,,8606750.0,-36.9432924433579,382133000.0,9320000.0,46609000.0,0.0,47.9111111111111,13.9127340785418,-8.05970149253731,1452664139.08
ARCK.OQ,11.905,-933160.0,4312500,0,21562500,,,,,,NaN,1750620.0,177140170.0,297710.0,0.0,0.0,78.4178683562741,NaN,256593750.0
CDAQ.OQ,10.47,-1059080.0,267500,0.287356321839091,26550610,,,,,1907.0,-100,1277400.0,215521440.0,978330.0,0.0,0.0,77.8710384753605,0.287356321839072,277719380.6
AVAC.OQ,2.69,-1817320.0,0,39.3782383419689,26030250,,,,,63986.0,158.247168882324,548720.0,212031950.0,639440.0,0.0,0.0,,28.0952380952381,696996181.03
JMAC.OQ,4.775,-878830.0,0,-3.53535353535353,10840030,,,,,2634.0,-95.4993834771887,107337760.0,0.0,5858310.0,0.0,0.0,,-11.90036900369,447395001.921
PFHC.OQ,11.0,59000000.0,925400000,3.67577756833177,158200000,35100000,91500000,159041250,59500000,3432549.0,261.127910703585,865400000.0,2068200000.0,668100000.0,0.0,113.40206185567,,-14.5299145299145,1753269573.0
HCVI.OQ,10.33,-2425000.0,0,0.096899224806199,45457270,,,,,6357.0,-27.6236429433052,1099000.0,344463000.0,698000.0,0.0,0.0,73.7909739248543,0.486381322957241,469119047.04
IPAX.OQ,4.76,-15621000.0,19961000,-5.92885375494071,15803600,25764000,,2200000,,843446.0,-16.8679342240493,40992000.0,26012000.0,95180000.0,0.0,476.0,,-43.6686390532544,412732088.72
ARGU.OQ,10.26,-467220.0,0,0,38093750,,,,,,NaN,2138760.0,310877920.0,1156730.0,0.0,0.0,76.3048475899272,NaN,390841875.0
IREN.OQ,4.86,-62097000.0,108287000,4.51612903225806,54982920,,-419770000,-490000,,844254.0,-6.68183767026153,160254000.0,410206000.0,85106000.0,0.0,0.0,237.447975468457,-27.027027027027,267216971.76
HTZ.OQ,16.95,-8208000000.0,14480000000,-1.90972222222223,323483180,943000000,2059000000,492380000,328000000,17257912.0,-21.3600491554078,,,,0.0,17.7362478679879,,0.593471810088975,5275813624.95
HCP.OQ,29.16,-93460000.0,0,6.38453119299526,189968000,1286134000,-274298000,-22120000,,5514644.0,229.808426491808,1508998000.0,119342000.0,380849000.0,0.0,0.0,19.7172653906003,-1.51975683890583,5595334903.08
SIER.OQ,10.12,-606970.0,0,0,37500000,,,,,,NaN,1349660.0,301512860.0,329360.0,0.0,0.0,,NaN,390885000.0
CMPX.OQ,2.33,-34337000.0,0,-2.10084033613445,126302000,34946000,-39225000,-14230000,0,4481912.0,33.920694049603,194791000.0,4854000.0,16169000.0,0.0,0.0,28.6159861163029,-18.815331010453,296980276.18
REFI.OQ,15.12,-11168770.0,58000000,0.531914893617022,17766940,,32292480,,2614000,260259.0,35.5936198632828,6734040.0,336537010.0,17972320.0,32.1702127659574,28.7086790589933,99.2214622555644,-0.787401574803115,274811942.16
SLVR.OQ,10.45,-425280.0,24000,0.77145612343298,31250000,,,,,6415.0,-89.7689494680851,299020.0,253544340.0,1106250.0,0.0,0.0,77.0637456573705,0.480769230769162,326562500.0
BRZE.OQ,46.26,-39013000.0,0,16.5239294710327,95975430,68587000,-138966000,-14216600,,5219992.0,86.1581715151427,583171000.0,122235000.0,217303000.0,0.0,0.0,14.5400079497293,1.75978882534089,4514372399.52
TCBX.OQ,18.82,9381000.0,111223000,-4.80526049570055,13531740,,18659000,,37492000,91544.0,33.3414014280528,,,,0.0,38.2131979695431,153.498601376047,-8.99419729206968,256084812.74
COCO.OQ,28.29,-11917000.0,48000,7.52565564424174,56019050,19629000,7814000,19592710,258000,4287063.0,133.58859896524,174918000.0,22839000.0,54346000.0,0.0,123.0,18.255634417542,7.07797123391369,1596565670.1
EXFY.OQ,4.29,30672000.0,67457000,-4.66666666666667,82429370,103787000,-27009000,6467000,5411000,1882540.0,39.2338809636491,187115000.0,23126000.0,60362000.0,0.0,177.492759619363,13.3215406729722,-46.7741935483871,355418589.24
VAXX.OQ,2.02,-57794000.0,14549000,-0.246913580246908,126056880,33475000,-75222000,-18210000,514000,3564609.0,-22.9920194147571,93887000.0,12512000.0,30941000.0,0.0,0.0,35.2320731678789,-24.907063197026,256024988.88
TRDA.OQ,14.72,-96673000.0,0,-2.32249502322495,31394770,45157000,-94616000,,,1573454.0,108.686540577356,209875000.0,42181000.0,21972000.0,0.0,0.0,50.058482798336,-15.2561888313183,489755920.64
TSVT.OQ,5.19,-259976000.0,0,-7.65124555160142,37928000,71032000,-254153000,-24407000,2931000,7077166.0,-22.1589609333299,300882000.0,355783000.0,79794000.0,0.0,0.0,87.3864311529122,-31.6205533596838,261911159.82
NRDS.OQ,9.0,-7200000.0,0,2.85714285714286,75841800,83900000,-10200000,18888400,2500000,1515223.0,-40.9724661362491,189200000.0,236500000.0,72400000.0,0.0,0.0,47.8835926270373,-19.7145405887601,697836816.0
AURA.OQ,10.38,-55695000.0,0,3.80000000000001,37771920,121582000,-58763000,,,2757854.0,96.3782447466007,196702000.0,27233000.0,10457000.0,0.0,0.0,50.3590593101367,-12.7731092436975,396485877.24
AIRS.OQ,7.68,-11634000.0,83545000,1.31926121372031,56181690,9616000,-14679000,9245000,6751000,1987111.0,48.3746665349274,16676000.0,184083000.0,22318000.0,0.0,0.0,34.0486252022205,-15.3252480705623,436108554.24
UDMY.OQ,10.36,-76681000.0,0,0.876338851022394,145013790,313685000,-153875000,1190880,4297000,3628638.0,10.309925942719,615014000.0,122554000.0,386907000.0,0.0,0.0,22.7579600414084,-12.2777307366638,1558004730.52
ARHS.OQ,9.9,21796000.0,52366000,-1.68818272095333,138552950,145181000,136634000,33764380,3387000,4308905.0,-88.7147631492021,478051000.0,453741000.0,373783000.0,0.0,81.447963800905,15.3553373596863,-13.6125654450262,1388794156.2
GFS.OQ,55.25,-435000000.0,2856000000,1.09789569990851,547754990,8000000,1448000000,679850000,111000000,11196540.0,-47.2411729338996,5800000000.0,12041000000.0,3359000000.0,0.0,111.546304334659,33.7475502476078,-13.2516878630868,30535183250.0
RIVN.OQ,22.73,-6421000000.0,1231000000,8.4964200477327,926000000,11568000000,-6752000000,-1081405800,103000000,87997546.0,-20.3002792115096,13130000000.0,4746000000.0,2424000000.0,0.0,0.0,81.2986791528091,-17.7641099855282,21551140167.43
VTYX.OQ,33.5,-99046000.0,0,12.4161073825503,56980850,64819000,-108426000,,0,9315075.0,4.99514772482208,330688000.0,40712000.0,16359000.0,0.0,0.0,19.0558908675638,-9.58164642375167,1972762606.0
TPBA.OQ,6.5,-292261000.0,865805000,9.06040268456376,116608330,254413000,,12200000,,61325.0,30.0156494522692,4375680000.0,1310083000.0,3836351000.0,0.0,0.0,,20.817843866171,757954138.5
DCRD.OQ,10.59,,3773580,-5.86666666666667,,,,112000000,,7638.0,94.3744279377596,,,,0.0,33.6583373493976,,22.1453287197231,964236073.147257
FLNC.OQ,26.35,-290319000.0,0,23.8251879699248,174010720,357296000,-104485000,-2999000,2018000,7101873.0,-42.9606762055938,1601533000.0,144121000.0,1109463000.0,0.0,0.0,17.2211816600578,-9.88372093023253,4666420997.6
DWAC.OQ,16.42,-1378280.0,3500700,9.17553191489363,37209080,990,,,,2432323.0,-25.5795289111202,169340.0,300330650.0,22472850.0,0.0,0.0,48.003323629829,-2.66745702430353,610999464.12
CPAA.OQ,10.28,-994540.0,0,0,44625000,,,,,,NaN,2326910.0,359501910.0,1048050.0,0.0,0.0,,0.292682926829246,458745000.0
AHPA.OQ,5.8,-20755000.0,0,-0.854700854700852,115218230,33390000,-22334000,-12786000,0,4235783.0,-36.5855958478866,124950000.0,296262000.0,26022000.0,0.0,0.0,,5.45454545454542,673775722.4
RWAY.OQ,13.04,-411439000.0,548957000,1.63678877630553,40509270,5761000,32250000,,13756000,423790.0,75.9511618747538,,,,30.426768089227,27.6793105644117,122.649174066104,4.95739541442699,528240867.76
PTLO.OQ,18.34,9828000.0,318580000,0.880088008800881,48420720,44427000,10851000,24537000,27644000,3934907.0,6.81902027060712,65326000.0,1214757000.0,77297000.0,0.0,234.137622877569,20.6708545568338,-20.4338394793926,1331014330.94
WEST.OQ,10.04,-124436000.0,216911000,-6.77808727948004,75020000,16838000,-77633000,19714250,35497000,4587439.0,59.6752272276807,298099000.0,448114000.0,216135000.0,0.0,430.347192456065,0.920108244182296,-9.5087877422262,879616096.6
CCSI.OQ,31.93,52104000.0,793865000,2.66881028938906,19916430,94164000,72411000,52028000,51423000,597348.0,155.972827129044,136528000.0,497371000.0,71322000.0,0.0,24.6516116579811,,-1.48102437519284,627380532.39
AMPL.OQ,11.68,-9016000.0,0,4.09982174688056,114199000,218494000,-93377000,2027500,,1667418.0,55.435256143686,284434000.0,129321000.0,109182000.0,0.0,440.754716981132,21.5820901018507,0.863557858376551,1377846419.04
BWC.OQ,10.15,-829040.0,2656380,0,30587750,,,,,,NaN,2198780.0,229408110.0,3992700.0,0.0,0.0,73.0338600754978,0.09861932938855,310465642.2
AMCI.OQ,6.62,-345730.0,0,4.58135860979463,18750000,,,-19300000,,915218.0,1210.82145850796,197320.0,152296550.0,6873240.0,0.0,0.0,,2.16049382716048,1295365203.24
GTLB.OQ,47.37,-83478000.0,0,10.1371774006045,151144000,295402000,-172311000,-9870000,,7933660.0,2.58796514342659,1117962000.0,51238000.0,306296000.0,0.0,0.0,10.3242824691975,-4.55369736046747,7238136000.0
AVDX.OQ,10.28,-57272000.0,144788000,2.69730269730269,199434000,350563000,-101284000,2748860,14214000,6745471.0,-5.63788054588651,1807618000.0,404378000.0,1391157000.0,0.0,0.0,33.2861594471223,-17.163577759871,2078069844.16
MEKA.OQ,10.33,-589550.0,0,0,42464290,,,,,,NaN,293002460.0,0.0,3509420.0,0.0,0.0,,NaN,438235677.9486
EXAI.OQ,6.02,-82954000.0,13896000,-1.63398692810458,122963550,,-143400000,-54270000,,2012038.0,-26.0670354164947,554025000.0,95618000.0,91648000.0,0.0,0.0,88.450477054619,-32.3595505617978,747958120.7
ACT.OQ,28.66,309734000.0,742830000,0.526131182041384,162779000,513775000,704157000,,51699000,1008426.0,82.4401532431295,,,,191.066666666667,32.9470731595163,104.408211820935,5.95526725852422,4585421964.08
FWRG.OQ,19.12,-393000.0,102301000,7.53655793025872,59211020,49672000,6907000,17927570,5102000,952118.0,132.723640966682,67288000.0,1037158000.0,99980000.0,0.0,476.451532519312,62.1871691542353,2.57510729613744,1138097924.0
DXLG.OQ,4.56,50302000.0,0,1.10864745011086,62604690,52074000,89123000,9398000,251000,2267922.0,67.4681936434835,154012000.0,196586000.0,101752000.0,0.0,60.8,29.846854267396,-11.6279069767442,275376872.4
LWLG.OQ,6.31,-12033480.0,0,-1.25195618153365,112882790,24102150,,,,21004221.0,76.3230605738576,25355620.0,3907850.0,1504020.0,0.0,0.0,5.66551205562946,-6.1011904761905,734872942.09
BRLT.OQ,3.38,5382000.0,62712000,-4.24929178470255,95849200,154649000,2135000,6541750,4658000,267324.0,-51.2114802816524,205949000.0,56625000.0,74493000.0,0.0,81.1135109191265,2.65529852625833,-14.6464646464647,327103890.62
RELY.OQ,25.15,-112201000.0,0,8.78027681660899,173250870,458690000,-114019000,7771000,1302000,1889024.0,84.6608472767675,669419000.0,26534000.0,209142000.0,0.0,0.0,24.5681831156591,30.4460580912863,4557145946.9
SOVO.OQ,22.4,32578000.0,482443000,-0.621118012422363,100967910,138654000,-53451000,33511380,27851000,3181774.0,122.362077738394,330925000.0,827874000.0,122242000.0,0.0,151.57666802003,32.8105328898991,25.8426966292135,2269528688.0
STER.OQ,13.94,84076000.0,501490000,2.27439471753484,96717880,103095000,19410000,50772570,,899261.0,16.620886884375,270682000.0,1136572000.0,133740000.0,0.0,47.0246930238834,49.0581805645644,16.0699417152373,1342852662.36
OLPX.OQ,2.71,252642000.0,662771000,0,650091380,322808000,244072000,40162560,41178000,15302847.0,-27.2183346539743,522224000.0,1175451000.0,55088000.0,0.0,75.6349427853754,23.0899703211811,-24.7222222222223,1774232414.68
FRSH.OQ,21.87,-14770000.0,0,3.64928909952606,289093230,304083000,-232132000,11603500,,14180799.0,1.84303405531998,1277010000.0,103206000.0,271692000.0,0.0,418.324407039021,24.8348101165883,17.2025723472669,6420306200.31
ROCG.OQ,9.62,-865670.0,0,-16.3478260869565,5714750,,,2066670,,346941.0,48.8368794326241,373620.0,24678170.0,1061850.0,0.0,962.0,15.8524881998093,-55.9725400457666,559350503.66
DICE.OQ,47.55,-66559000.0,0,0,47707690,461393000,-83887000,,679000,,NaN,577762000.0,16216000.0,15149000.0,0.0,0.0,38.1209230242029,1.17021276595741,2272418874.6
PRCT.OQ,34.11,-83035000.0,51213000,11.4705882352941,44828000,212989000,-87154000,-18821400,5386000,4390430.0,20.5907236364547,272626000.0,36703000.0,35290000.0,0.0,0.0,10.6085537357746,-0.958188153310102,1717670550.33
DH.OQ,9.4,27253000.0,264359000,-6,154062230,146934000,-6037000,17876500,8413000,9395493.0,-0.323478221041543,413745000.0,1708879000.0,140610000.0,0.0,155.166721690327,82.1695052492113,-20.5409974640744,1455572685.2
TWKS.OQ,4.97,64884000.0,399006000,2.89855072463767,315681990,194294000,-105393000,27555560,22461000,3174306.0,13.8019857955549,556690000.0,905160000.0,179570000.0,0.0,138.440111420613,24.2572234864107,-29.901269393512,1579111887.5
TYRA.OQ,15.23,-50844000.0,0,7.1780436312456,42353550,251213000,-55325000,-18780000,3652000,1783300.0,45.6297581189168,257288000.0,8893000.0,5701000.0,0.0,0.0,80.3955776858848,2.76653171390009,655052839.16
SHQA.OQ,10.02,-704790.0,0,0,27705930,905110,,,,,NaN,1108610.0,221745600.0,802690.0,0.0,0.0,75.9260894259031,NaN,277613418.6
SRAD.OQ,11.52,5523000.0,22845000,-2.9486099410278,297215710,,10891000,46735000,22121000,3488645.0,-25.2125901745053,402195000.0,986866000.0,309488000.0,0.0,199.350442344045,27.1970019045345,-21.7922606924644,3423925025.28
DRAY.OQ,10.2,-1228590.0,0,0,35937500,,,,,,NaN,998940.0,290558450.0,19790210.0,0.0,0.0,76.7737801986316,NaN,367640625.0
FTVI.OQ,10.1,-1162420.0,0,0,34253330,,,,,,NaN,1276820.0,250008570.0,429700.0,0.0,0.0,69.9842564464114,NaN,345958663.3
JUGG.OQ,10.33,-659770.0,200000,0,34500000,,,,,,NaN,308310.0,280089210.0,708040.0,0.0,0.0,,NaN,356385000.0
OBT.OQ,46.49,24269000.0,19447000,-4.10478547854784,5642620,,24363000,,,73522.0,35.9384339509863,,,,232.45,37.192,52.557270050414,3.73001776198933,262450182.96
ZT.OQ,10.24,2673350.0,60000,0,43125000,,,,,,NaN,1137600.0,349546110.0,1140850.0,0.0,0.0,77.0770166193285,NaN,441600000.0
LITT.OQ,10.24,3425810.0,205000,0,42612010,,,,,,NaN,672200.0,344826400.0,806760.0,0.0,0.0,78.3092230694978,NaN,436347023.36
MXCT.OQ,3.66,-33260100.0,0,0.273972602739732,102397910,11064700,-23571000,-7572000,,1931203.0,30.5645829878959,252266200.0,34387200.0,15426500.0,0.0,0.0,45.58119737641,-18.1208053691275,378826729.86
HCNE.OQ,10.24,-788170.0,600000,0,39531250,,,,,,NaN,483890.0,320784860.0,2116110.0,0.0,0.0,77.6772953484961,NaN,404800000.0
EWCZ.OQ,17.36,-161137000.0,374935000,0.173110213502603,62737340,44219000,7277000,19622860,21669000,5077742.0,17.3876710793156,86317000.0,629715000.0,32810000.0,0.0,191.463549134223,9.98454294675825,-10.3768714506969,1088420336.64
GPCO.OQ,9.04,-20282470.0,59440,179.012345679012,50812040,21910340,,,,214579.0,362.289796985275,34718450.0,6185380.0,11761400.0,0.0,0.0,24.7108870504613,199.337748344371,459340796.4
TNYA.OQ,3.87,-125054000.0,0,1.30890052356022,66857110,95272000,-123665000,-39000000,0,2823749.0,-18.2730097327105,193754000.0,85191000.0,24248000.0,0.0,0.0,189.227034184156,-20.0413223140496,262638161.46
TBLD.OQ,15.31,,0,1.66002656042497,32081880,,,,,42555.0,7.72172196866905,2675310.0,479861190.0,1086630.0,0.0,0.0,117.532114994915,-1.19468906715987,491173628.73
BSGA.OQ,13.55,-331237000.0,100230000,-1.31099781500364,111288610,231362000,,,,100286.0,3732.72273699216,647200.0,650761800.0,7249460.0,0.0,0.0,,30.0383877159309,1507960597.75
DDI.OQ,9.95,50518000.0,39454000,23.3725976441414,2477670,217352000,-233978000,26261000,1831000,3864.0,4.31654676258993,312882000.0,479170000.0,116482000.0,0.0,22.3595505617978,149.554876107121,14.2365097588979,491074590.4
HKIT.OQ,24.68,3824050.0,2677630,35.5299286106535,10987680,1203160,,,,69423.0,-98.332966926035,12102160.0,9102930.0,4203700.0,0.0,0.0,,172.105843439912,355203543.52
BASE.OQ,17.1,-46831000.0,0,15.9322033898305,45432030,40446000,-68494000,-9588500,101000,976300.0,135.890756302521,229479000.0,23560000.0,94957000.0,0.0,0.0,22.4917909257119,2.45656081485925,793571977.8
SNPO.OQ,9.15,-44562000.0,512658000,-7.20081135902636,75042000,21117000,-8626000,30680000,35839000,863507.0,31.0485794099612,412722000.0,1239799000.0,167876000.0,0.0,53.25030553454,134.555280128675,-6.05749486652977,699367568.1
THRN.OQ,10.13,-12640270.0,18088320,34.3501326259947,53487520,,14933000,5484000,26330,176295.0,94.1294658321979,116620880.0,113183140.0,39561330.0,0.0,0.0,75.5888729284937,69.6817420435512,547392490.23
KLTR.OQ,1.89,-52805000.0,35797000,-1.5625,134564430,44625000,-68495000,-623000,4248000,1607008.0,53.6305395944786,133034000.0,73137000.0,108837000.0,0.0,0.0,18.9105831975362,-6.43564356435644,261748602.36
PECO.OQ,33.86,59312000.0,1896594000,-0.907228563067024,117126000,5478000,48323000,97440000,71196000,5884356.0,32.4500090870242,,,,122.384067661835,330.341463414634,59.9841382403049,-3.84465149886531,3975164000.0
CPAR.OQ,10.08,-1549320.0,0,0,44668510,,,,,,NaN,3861460.0,343652120.0,720160.0,0.0,0.0,73.2984447942921,NaN,452488672.025
RXST.OQ,29.01,-61243000.0,40364000,-1.89381129523165,28268390,11834000,-66756000,-13727500,4946000,1433770.0,90.2076511791768,134555000.0,15609000.0,17237000.0,0.0,0.0,25.5961086168935,-13.0656278094097,1034022837.69
IMRX.OQ,9.01,-44843750.0,0,2.27014755959137,26418730,72636890,-50514000,,,2800279.0,86.5771421927683,108746810.0,13620470.0,8054070.0,0.0,0.0,85.7783260720164,-11.3188976377953,263668775.15
SKYA.OQ,10.24,-401770.0,0,0,27707450,,,,,,NaN,1074640.0,224148120.0,403880.0,0.0,0.0,77.7293591226998,NaN,284001393.25
NUVL.OQ,45.57,-64971000.0,0,10.8489418632936,56668960,241806000,-81854000,,0,4584924.0,47.8756696546969,477991000.0,4468000.0,19481000.0,0.0,0.0,27.5446559728186,-8.58575727181546,2598619862.58
ICVX.OQ,7.74,-72788000.0,0,6.61157024793389,41095560,,-91758000,,,1147336.0,13.8581318055785,223913000.0,14764000.0,13788000.0,0.0,0.0,68.8622679278102,-12.3442808607021,387360312.48
OB.OQ,5.71,-22131000.0,238012000,6.72897196261683,52226750,105580000,-24581000,8333000,7366000,538070.0,86.8483619891383,500504000.0,280644000.0,300105000.0,0.0,0.0,114.472473527238,7.53295668549903,291054648.03
